benchmark,n_agents,steps,topology,return,final_disagreement,comm_mse,comm_zero_frac,comm_age_mean,comm_age_peak,sent_msgs,delivered_real_msgs,delivery_rate,loss_rate,delivered_bits,bits_per_delivered,status_none,status_delivered,status_replayed,status_spoofed,status_dropped,status_jammed,status_partitioned,status_stale,algo,lyap_rho,lyap_rho_r2,lyap_monotone_frac,lyap_ultimate_bound,lyap_mean_drift,time_to_eps,converged,nominal_lambda2,eff_lambda2,task,task_name,family,value,seed,episode
consensus,20,60,ring_plus,-4.967854780246469e-09,4.967854780246469e-09,0.0,0.4980392156862745,0.0,0.0,6120.0,3072.0,0.5019607843137255,0.4980392156862745,98304.0,32.0,0.0,3072.0,0.0,0.0,3048.0,0.0,0.0,0.0,trimmed,0.7012164774045563,0.9982109086505163,1.0,4.546954048438291e-08,-0.3046854193998819,10.0,1.0,1.55469612182113,0.6509571682410304,consensus_trimmed,consensus_trimmed,msg_drop,0.5,2,0
consensus,20,60,ring_plus,-4.105837631525425e-07,4.105837631525425e-07,0.0,0.49126984126984125,0.0,0.0,5040.0,2564.0,0.5087301587301587,0.4912698412698413,82048.0,32.0,0.0,2564.0,0.0,0.0,2476.0,0.0,0.0,0.0,trimmed,0.7461155989153369,0.9980937341043631,1.0,2.597419937572191e-06,-0.43744330783783764,13.0,1.0,1.2627284000071304,0.4408661274809896,consensus_trimmed,consensus_trimmed,msg_drop,0.5,3,0
consensus,20,60,ring_plus,-9.27549763122248e-08,9.27549763122248e-08,0.0,0.4929078014184397,0.0,0.0,5640.0,2860.0,0.5070921985815603,0.4929078014184397,91520.0,32.0,0.0,2860.0,0.0,0.0,2780.0,0.0,0.0,0.0,trimmed,0.7413841435244498,0.9943571631467855,1.0,4.886208739126606e-07,-0.2570986057635761,11.0,1.0,1.3711704029417888,0.5340062463253034,consensus_trimmed,consensus_trimmed,msg_drop,0.5,4,0
consensus,20,60,ring_plus,-3.5831972940109094e-08,3.5831972940109094e-08,0.0,0.4982704402515723,0.0,0.0,6360.0,3191.0,0.5017295597484277,0.4982704402515723,102112.0,32.0,0.0,3191.0,0.0,0.0,3169.0,0.0,0.0,0.0,trimmed,0.7197616730335982,0.9976078024328869,1.0,2.582978574244104e-07,-0.25459691364731335,13.0,1.0,1.6160985120576443,0.6971942483963592,consensus_trimmed,consensus_trimmed,msg_drop,0.5,5,0
consensus,20,60,ring_plus,-2.8527761209211593e-05,2.8527761209211593e-05,0.0,0.49572649572649574,0.0,0.0,4680.0,2360.0,0.5042735042735043,0.49572649572649574,75520.0,32.0,0.0,2360.0,0.0,0.0,2320.0,0.0,0.0,0.0,trimmed,0.8244637992168803,0.9822606704027071,0.9833333333333333,0.00017066726333200876,-0.3500850870116414,14.0,1.0,0.9450014459069909,0.27277121403268756,consensus_trimmed,consensus_trimmed,msg_drop,0.5,6,0
consensus,20,60,ring_plus,-2.2337700612153116e-09,2.2337700612153116e-09,0.0,0.49382716049382713,0.0,0.0,6480.0,3280.0,0.5061728395061729,0.49382716049382713,104960.0,32.0,0.0,3280.0,0.0,0.0,3200.0,0.0,0.0,0.0,trimmed,0.6925265584111431,0.9930076811364317,1.0,2.1595462185996177e-08,-0.32121842415161006,9.0,1.0,2.218617553571293,0.9086323039632471,consensus_trimmed,consensus_trimmed,msg_drop,0.5,7,0
consensus,20,60,ring_plus,-2.1088002783445473e-05,2.1088002783445473e-05,0.0,0.5102380952380953,0.0,0.0,4200.0,2057.0,0.4897619047619048,0.5102380952380952,65824.0,32.0,0.0,2057.0,0.0,0.0,2143.0,0.0,0.0,0.0,trimmed,0.813013541591068,0.9957845639051989,1.0,6.747136294243306e-05,-0.22536034639424823,16.0,1.0,0.7964836768628718,0.16321375206624472,consensus_trimmed,consensus_trimmed,msg_drop,0.5,8,0
consensus,20,60,ring_plus,-0.0001238039357576556,0.0001238039357576556,0.0,0.5085227272727273,0.0,0.0,5280.0,2595.0,0.4914772727272727,0.5085227272727273,83040.0,32.0,0.0,2595.0,0.0,0.0,2685.0,0.0,0.0,0.0,trimmed,0.842035461455362,0.9801079068805102,0.9833333333333333,0.0002657997184634193,-0.24589838876749087,13.0,1.0,0.9413291035084279,0.3273502839712116,consensus_trimmed,consensus_trimmed,msg_drop,0.5,9,0
consensus,20,60,ring_plus,-6.454288598975792e-06,6.454288598975792e-06,0.0,0.7055555555555556,0.0,0.0,5040.0,1484.0,0.29444444444444445,0.7055555555555555,47488.0,32.0,0.0,1484.0,0.0,0.0,3556.0,0.0,0.0,0.0,trimmed,0.800219220091299,0.9921960084274412,0.9833333333333333,4.0812720044454326e-05,-0.18178661359334783,17.0,1.0,1.399646125476325,0.046566637152139295,consensus_trimmed,consensus_trimmed,msg_drop,0.7,0,0
consensus,20,60,ring_plus,-5.0770899157256304e-05,5.0770899157256304e-05,0.0,0.7096296296296296,0.0,0.0,5400.0,1568.0,0.2903703703703704,0.7096296296296296,50176.0,32.0,0.0,1568.0,0.0,0.0,3832.0,0.0,0.0,0.0,trimmed,0.8242298310405531,0.9850050131367026,0.9833333333333333,0.0001615259997656971,-0.2847023695225407,14.0,1.0,1.320493917398932,0.06452021598943526,consensus_trimmed,consensus_trimmed,msg_drop,0.7,1,0
consensus,20,60,ring_plus,-1.4755019981969552e-07,1.4755019981969552e-07,0.0,0.6962418300653594,0.0,0.0,6120.0,1859.0,0.3037581699346405,0.6962418300653594,59488.0,32.0,0.0,1859.0,0.0,0.0,4261.0,0.0,0.0,0.0,trimmed,0.752550254023955,0.9917911323225792,0.9833333333333333,1.0256096704730235e-06,-0.30468541702350965,9.0,1.0,1.55469612182113,0.14922604732916292,consensus_trimmed,consensus_trimmed,msg_drop,0.7,2,0
consensus,20,60,ring_plus,-3.479662038920446e-05,3.479662038920446e-05,0.0,0.694047619047619,0.0,0.0,5040.0,1542.0,0.305952380952381,0.694047619047619,49344.0,32.0,0.0,1542.0,0.0,0.0,3498.0,0.0,0.0,0.0,trimmed,0.7955371919202789,0.9942989390965169,0.9833333333333333,8.587238207508454e-05,-0.43744273473722717,18.0,1.0,1.2627284000071304,0.041855558823667136,consensus_trimmed,consensus_trimmed,msg_drop,0.7,3,0
consensus,20,60,ring_plus,-1.5239641662879395e-06,1.5239641662879395e-06,0.0,0.6948581560283688,0.0,0.0,5640.0,1721.0,0.3051418439716312,0.6948581560283689,55072.0,32.0,0.0,1721.0,0.0,0.0,3919.0,0.0,0.0,0.0,trimmed,0.7775326829847689,0.9955006224777012,1.0,8.453584888857592e-06,-0.25709858191008966,12.0,1.0,1.3711704029417888,0.09066820728530764,consensus_trimmed,consensus_trimmed,msg_drop,0.7,4,0
consensus,20,60,ring_plus,-1.0649607591571213e-06,1.0649607591571213e-06,0.0,0.7067610062893082,0.0,0.0,6360.0,1865.0,0.29323899371069184,0.7067610062893082,59680.0,32.0,0.0,1865.0,0.0,0.0,4495.0,0.0,0.0,0.0,trimmed,0.7602458563992249,0.9939223826677602,1.0,4.228801018733128e-06,-0.2545968964951668,15.0,1.0,1.6160985120576443,0.09930048061124386,consensus_trimmed,consensus_trimmed,msg_drop,0.7,5,0
consensus,20,60,ring_plus,-0.00026216832894079026,0.00026216832894079026,0.0,0.701068376068376,0.0,0.0,4680.0,1399.0,0.2989316239316239,0.701068376068376,44768.0,32.0,0.0,1399.0,0.0,0.0,3281.0,0.0,0.0,0.0,trimmed,0.8535176233074203,0.9773042383238268,0.95,0.0011405441941740927,-0.35008119300217916,16.0,1.0,0.9450014459069909,0.022828728296464252,consensus_trimmed,consensus_trimmed,msg_drop,0.7,6,0
consensus,20,60,ring_plus,-4.464828970352347e-08,4.464828970352347e-08,0.0,0.691358024691358,0.0,0.0,6480.0,2000.0,0.30864197530864196,0.691358024691358,64000.0,32.0,0.0,2000.0,0.0,0.0,4480.0,0.0,0.0,0.0,trimmed,0.7346610275507839,0.9887270411155792,0.9833333333333333,2.3047513243743506e-07,-0.3212184234447014,9.0,1.0,2.218617553571293,0.1984154580251666,consensus_trimmed,consensus_trimmed,msg_drop,0.7,7,0
consensus,20,60,ring_plus,-0.0009677437386531858,0.0009677437386531858,0.0,0.7014285714285714,0.0,0.0,4200.0,1254.0,0.2985714285714286,0.7014285714285714,40128.0,32.0,0.0,1254.0,0.0,0.0,2946.0,0.0,0.0,0.0,trimmed,0.8604194838471196,0.9940256300087509,0.9833333333333333,0.0019140936834441656,-0.22534456879865042,25.0,1.0,0.7964836768628718,0.00760520127541535,consensus_trimmed,consensus_trimmed,msg_drop,0.7,8,0
consensus,20,60,ring_plus,-0.004913283096662043,0.004913283096662043,0.0,0.709280303030303,0.0,0.0,5280.0,1535.0,0.29071969696969696,0.709280303030303,49120.0,32.0,0.0,1535.0,0.0,0.0,3745.0,0.0,0.0,0.0,trimmed,0.890992774583128,0.9727627047327398,0.9833333333333333,0.007978600521783981,-0.24581856411480907,27.0,1.0,0.9413291035084279,0.02235317116297634,consensus_trimmed,consensus_trimmed,msg_drop,0.7,9,0
consensus,20,60,ring_plus,-10.907203269889466,10.907203269889466,0.0,1.0,0.0,0.0,5040.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,10.907203269889466,0.0,,0.0,1.399646125476325,0.0,consensus_trimmed,consensus_trimmed,msg_drop,1.0,0,0
consensus,20,60,ring_plus,-17.0821929422516,17.0821929422516,0.0,1.0,0.0,0.0,5400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,17.0821929422516,0.0,,0.0,1.320493917398932,0.0,consensus_trimmed,consensus_trimmed,msg_drop,1.0,1,0
consensus,20,60,ring_plus,-18.281125168960774,18.281125168960774,0.0,1.0,0.0,0.0,6120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6120.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,18.281125168960777,0.0,,0.0,1.55469612182113,0.0,consensus_trimmed,consensus_trimmed,msg_drop,1.0,2,0
consensus,20,60,ring_plus,-26.24659888085402,26.24659888085402,0.0,1.0,0.0,0.0,5040.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,26.246598880854023,0.0,,0.0,1.2627284000071304,0.0,consensus_trimmed,consensus_trimmed,msg_drop,1.0,3,0
consensus,20,60,ring_plus,-15.425916438569548,15.425916438569548,0.0,1.0,0.0,0.0,5640.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5640.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,15.425916438569546,0.0,,0.0,1.3711704029417888,0.0,consensus_trimmed,consensus_trimmed,msg_drop,1.0,4,0
consensus,20,60,ring_plus,-15.27581485467077,15.27581485467077,0.0,1.0,0.0,0.0,6360.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6360.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,15.275814854670775,0.0,,0.0,1.6160985120576443,0.0,consensus_trimmed,consensus_trimmed,msg_drop,1.0,5,0
consensus,20,60,ring_plus,-21.005133748459695,21.005133748459695,0.0,1.0,0.0,0.0,4680.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4680.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,21.00513374845969,0.0,,0.0,0.9450014459069909,0.0,consensus_trimmed,consensus_trimmed,msg_drop,1.0,6,0
