benchmark,n_agents,steps,topology,n_edges,k_colors,return,final_conflicts,final_conflict_frac,final_disagreement,comm_mse,comm_zero_frac,comm_age_mean,comm_age_peak,sent_msgs,delivered_real_msgs,delivery_rate,loss_rate,delivered_bits,bits_per_delivered,status_none,status_delivered,status_replayed,status_spoofed,status_dropped,status_jammed,status_partitioned,status_stale,algo,lyap_rho,lyap_rho_r2,lyap_monotone_frac,lyap_ultimate_bound,lyap_mean_drift,time_to_eps,converged,nominal_lambda2,task,task_name,family,value,seed,episode
dcop_dsa,24,40,ring_plus,41,4,-6.0,6.0,0.14634146341463414,6.0,0.0,0.8783536585365853,0.0,0.0,3280.0,1596.0,0.4865853658536585,0.5134146341463415,204288.0,128.0,0.0,1596.0,0.0,0.0,1684.0,0.0,0.0,0.0,dsa,0.7332445580791839,0.38487396043833677,0.575,3.375,0.05,,0.0,0.6798047431008131,dcop_dsa,dcop_dsa,msg_drop,0.5,8,0
dcop_dsa,24,40,ring_plus,50,4,-9.0,9.0,0.18,9.0,0.0,0.8765625,0.0,0.0,4000.0,1975.0,0.49375,0.50625,252800.0,128.0,0.0,1975.0,0.0,0.0,2025.0,0.0,0.0,0.0,dsa,0.8344773638752634,0.7827508563325422,0.55,6.625,-0.05,,0.0,0.9519929129079138,dcop_dsa,dcop_dsa,msg_drop,0.5,9,0
dcop_dsa,24,40,ring_plus,36,4,-8.0,8.0,0.2222222222222222,8.0,0.0,0.9239583333333333,0.0,0.0,2880.0,876.0,0.30416666666666664,0.6958333333333333,112128.0,128.0,0.0,876.0,0.0,0.0,2004.0,0.0,0.0,0.0,dsa,0.9727768058957021,0.47385942313971874,0.6,7.625,-0.125,,0.0,0.5162054954881106,dcop_dsa,dcop_dsa,msg_drop,0.7,0,0
dcop_dsa,24,40,ring_plus,51,4,-11.0,11.0,0.21568627450980393,11.0,0.0,0.9264705882352942,0.0,0.0,4080.0,1200.0,0.29411764705882354,0.7058823529411764,153600.0,128.0,0.0,1200.0,0.0,0.0,2880.0,0.0,0.0,0.0,dsa,1.0069501331542943,0.02838037386115333,0.475,12.25,0.05,,0.0,0.6661370859762062,dcop_dsa,dcop_dsa,msg_drop,0.7,1,0
dcop_dsa,24,40,ring_plus,46,4,-14.0,14.0,0.30434782608695654,14.0,0.0,0.9259510869565217,0.0,0.0,3680.0,1090.0,0.296195652173913,0.7038043478260869,139520.0,128.0,0.0,1090.0,0.0,0.0,2590.0,0.0,0.0,0.0,dsa,1.00229826860138,0.0015881428474335824,0.675,9.125,0.05,,0.0,0.5767138582645176,dcop_dsa,dcop_dsa,msg_drop,0.7,2,0
dcop_dsa,24,40,ring_plus,41,4,-9.0,9.0,0.21951219512195122,9.0,0.0,0.9253810975609756,0.0,0.0,3280.0,979.0,0.29847560975609755,0.7015243902439025,125312.0,128.0,0.0,979.0,0.0,0.0,2301.0,0.0,0.0,0.0,dsa,0.9972569032818569,0.006884115188427242,0.575,6.875,-0.05,,0.0,0.7280978425891074,dcop_dsa,dcop_dsa,msg_drop,0.7,3,0
dcop_dsa,24,40,ring_plus,45,4,-15.0,15.0,0.3333333333333333,15.0,0.0,0.9240972222222222,0.0,0.0,3600.0,1093.0,0.3036111111111111,0.696388888888889,139904.0,128.0,0.0,1093.0,0.0,0.0,2507.0,0.0,0.0,0.0,dsa,1.0,0.0,0.575,11.5,0.025,,0.0,0.5276394113913421,dcop_dsa,dcop_dsa,msg_drop,0.7,4,0
dcop_dsa,24,40,ring_plus,46,4,-15.0,15.0,0.32608695652173914,15.0,0.0,0.9262907608695652,0.0,0.0,3680.0,1085.0,0.29483695652173914,0.7051630434782609,138880.0,128.0,0.0,1085.0,0.0,0.0,2595.0,0.0,0.0,0.0,dsa,1.0,0.0,0.625,13.875,0.15,,0.0,0.6625865705641144,dcop_dsa,dcop_dsa,msg_drop,0.7,5,0
dcop_dsa,24,40,ring_plus,36,4,-6.0,6.0,0.16666666666666666,6.0,0.0,0.9248263888888889,0.0,0.0,2880.0,866.0,0.30069444444444443,0.6993055555555556,110848.0,128.0,0.0,866.0,0.0,0.0,2014.0,0.0,0.0,0.0,dsa,0.9970525017265007,0.0016245146156448342,0.625,7.625,-0.1,,0.0,0.37292756063084187,dcop_dsa,dcop_dsa,msg_drop,0.7,6,0
dcop_dsa,24,40,ring_plus,46,4,-15.0,15.0,0.32608695652173914,15.0,0.0,0.9229619565217392,0.0,0.0,3680.0,1134.0,0.3081521739130435,0.6918478260869565,145152.0,128.0,0.0,1134.0,0.0,0.0,2546.0,0.0,0.0,0.0,dsa,0.98441750315027,0.12681555364715502,0.575,13.375,0.025,,0.0,0.3541200301325499,dcop_dsa,dcop_dsa,msg_drop,0.7,7,0
